"Company","Specific_Bean_Origin_or_Bar_Name","REF","Review_Date","Cocoa_Percentage","Company_Location","Rating","Bean_Type","Broad_Bean_Origin","is_bitter"
"Mayacama","Hispaniola",1728,2016,72,"U.S.A.",3,NA,"Domincan Republic","Yes"
"Meadowlands","Bolivia",1287,2014,70,"U.S.A.",2.5,NA,"Bolivia","Yes"
"Meadowlands","Venezuela",1287,2014,70,"U.S.A.",2.75,NA,"Venezuela","Yes"
"Meadowlands","Belize",1287,2014,70,"U.S.A.",3,"Trinitario","Belize","Yes"
"Meadowlands","Nicaragua, w/ inbs",1291,2014,70,"U.S.A.",3,NA,"Nicaragua","Yes"
"Meadowlands","Dominican Republic",1291,2014,70,"U.S.A.",3.5,NA,"Dominican Republic","Yes"
"Menakao (aka Cinagra)","Madagascar",837,2012,80,"Madagascar",2.5,"Trinitario","Madagascar","Yes"
"Menakao (aka Cinagra)","Madagascar",841,2012,72,"Madagascar",2.5,"Trinitario","Madagascar","Yes"
"Mesocacao","El Salvador",1494,2015,80,"Honduras",2.75,NA,"El Salvador","Yes"
"Mesocacao","El Salvador",1494,2015,70,"Honduras",3,NA,"El Salvador","Yes"
"Mesocacao","Honduras",1347,2014,80,"Honduras",3.25,NA,"Honduras","Yes"
"Mesocacao","Honduras",1347,2014,70,"Honduras",3.5,NA,"Honduras","Yes"
"Mesocacao","La Tronca, Matagalpa",1351,2014,70,"Honduras",3.25,NA,"Nicaragua","Yes"
"Mesocacao","La Tronca, Matagalpa",1351,2014,80,"Honduras",3.5,NA,"Nicaragua","Yes"
"Metiisto","Fazenda Sempre Firme P., Bahia",1267,2014,70,"Sweden",3,NA,"Brazil","Yes"
"Metiisto","Akesson Estate",1267,2014,72,"Sweden",3.5,"Trinitario","Madagascar","Yes"
"Metropolitan","South America",1688,2015,70,"Amsterdam",3.5,"Trinitario","South America","Yes"
"Michel Cluizel","Chiapas, Mokaya P.",963,2012,66,"France",3.75,NA,"Mexico","No"
"Michel Cluizel","Carenero Superior, Concepcion",117,2007,66,"France",3.5,"Trinitario","Venezuela","No"
"Michel Cluizel","Vila Gracinda",135,2007,67,"France",3.5,"Forastero","Sao Tome","No"
"Michel Cluizel","Tamarina",24,2006,70,"France",3,"Forastero","Sao Tome","Yes"
"Michel Cluizel","Los Ancones P.",24,2006,67,"France",4,NA,"Dominican Republic","No"
"Michel Cluizel","Mangaro P.",24,2006,65,"France",4,"Trinitario","Madagascar","No"
"Michel Cluizel","Maralumi P.",24,2006,64,"France",4,NA,"Papua New Guinea","No"
"Middlebury","Maya Mountain",1490,2015,80,"U.S.A.",3.5,"Trinitario","Belize","Yes"
"Middlebury","San Juan Estate",1490,2015,70,"U.S.A.",3.5,"Trinitario","Trinidad","Yes"
"Middlebury","Oko Caribe",1490,2015,75,"U.S.A.",3.75,NA,"Dominican Republic","Yes"
"Middlebury","Patanemo, Epoch, Donaldo",1490,2015,75,"U.S.A.",3.75,NA,"Venezuela","Yes"
"Middlebury","Kokoa Kamili",1538,2015,75,"U.S.A.",3.25,NA,"Tanzania","Yes"
"Middlebury","Matagalpa, Cacao Bisiesto",1538,2015,70,"U.S.A.",3.5,NA,"Nicaragua","Yes"
"Middlebury","La Red",1117,2013,75,"U.S.A.",2.5,NA,"Dominican Republic","Yes"
"Middlebury","Belize",1117,2013,80,"U.S.A.",3.25,"Trinitario","Belize","Yes"
"Middlebury","Alto Beni",887,2012,75,"U.S.A.",2,"Criollo","Bolivia","Yes"
"Middlebury","Balinese, Java",887,2012,70,"U.S.A.",2.5,"Criollo","Indonesia","Yes"
"Millcreek Cacao Roasters","Ecuador",1073,2013,70,"U.S.A.",2.5,"Forastero (Nacional)","Ecuador","Yes"
"Millcreek Cacao Roasters","Ecuador",825,2012,70,"U.S.A.",3.5,NA,"Ecuador","Yes"
"Mindo","Ecuador",607,2010,67,"U.S.A.",2.75,NA,"Ecuador","No"
"Mindo","Ecuador",607,2010,77,"U.S.A.",2.75,NA,"Ecuador","Yes"
"Minimal","Acul-du-Nord, 2015",1920,2016,70,"Japan",3.5,"Criollo, Trinitario","Haiti","Yes"
"Mission","Fazenda Camboa, Bahia",1880,2016,75,"Brazil",3.75,NA,"Brazil","Yes"
"Mission","Bahia, Fazenda Venturosa",1626,2015,70,"Brazil",3.5,"Forastero (Parazinho)","Brazil","Yes"
"Mita","Tumaco",955,2012,65,"Colombia",2.5,NA,"Colombia","No"
"Moho","Toledo District, w/ nibs",1026,2013,73,"U.S.A.",3.25,"Trinitario","Belize","Yes"
"Moho","Toledo District",1030,2013,72,"U.S.A.",3,"Trinitario","Belize","Yes"
"Moho","Umoho R., Toledo District, San Felipe",607,2010,67,"U.S.A.",2.75,"Trinitario","Belize","No"
"Molucca","La Red",1614,2015,70,"U.S.A.",3,NA,"Domincan Republic","Yes"
"Molucca","Indonesia",1618,2015,70,"U.S.A.",2.75,NA,"Indonesia","Yes"
"Molucca","Peru",1618,2015,70,"U.S.A.",3.25,NA,"Peru","Yes"
"Momotombo","Matagalpa",661,2011,70,"Nicaragua",2.75,NA,"Nicaragua","Yes"
"Momotombo","Mombacho",661,2011,70,"Nicaragua",2.75,NA,"Nicaragua","Yes"
"Momotombo","Oscuro",772,2011,70,"Nicaragua",3.25,NA,"Nicaragua","Yes"
"Monarque","Oko Caribe",1812,2016,72,"Canada",3.5,NA,"Dominican Republic","Yes"
"Monsieur Truffe","Papaua New Guinea",1391,2014,70,"Australia",3.25,NA,"Papua New Guinea","Yes"
"Montecristi","Manabi",1654,2015,70,"Ecuador",3.25,NA,"Ecuador","Yes"
"Montecristi","Manabi",1654,2015,63,"Ecuador",3.5,NA,"Ecuador","No"
"Montecristi","Manabi",1658,2015,85,"Ecuador",3.5,NA,"Ecuador","Yes"
"Muchomas (Mesocacao)","Nicaragua",1462,2015,70,"U.S.A.",3.5,NA,"Nicaragua","Yes"
"Muchomas (Mesocacao)","Nicaragua",1462,2015,80,"U.S.A.",3.5,NA,"Nicaragua","Yes"
"Mutari","Kokoa Kamili, batch 1 SRB",1896,2016,68,"U.S.A.",2.75,NA,"Tanzania","No"
"Mutari","Oko Caribe, batch 1 SRB",1896,2016,71,"U.S.A.",2.75,NA,"Domincan Republic","Yes"
"Mutari","Ambanja, batch 1 SRB",1900,2016,68,"U.S.A.",2.75,NA,"Madagascar","No"
"Mutari","Tien Giang, batch 1 SRB",1900,2016,80,"U.S.A.",3,"Trinitario","Vietnam","Yes"
"Nahua","Costa Rica, Oscuro",1049,2013,58,"Costa Rica",2.5,NA,"Costa Rica","No"
"Nahua","Costa Rica, Oscuro",1049,2013,70,"Costa Rica",3,NA,"Costa Rica","Yes"
"Naive","Trinidad & Tobago",1046,2013,70,"Lithuania",3.75,NA,"Trinidad, Tobago","Yes"
"Naive","Maranon Canyon, Fortunato No. 4",1133,2013,78,"Lithuania",3.75,"Forastero (Nacional)","Peru","Yes"
"Naive","Grenada",867,2012,71,"Lithuania",2.5,"Trinitario","Grenada","Yes"
"Na�ve","Nicaragua",1379,2014,70,"Lithuania",3.25,"Criollo","Nicaragua","Yes"
"Na�ve","Chuao",1399,2014,75,"Lithuania",2.75,"Trinitario","Venezuela","Yes"
"Na�ve","Barinas",1399,2014,70,"Lithuania",3,NA,"Venezuela","Yes"
"Nanea","Criollo Blend",1007,2013,85,"U.S.A.",3.5,NA,"Hawaii","Yes"
"Nathan Miller","Peru",1403,2014,72,"U.S.A.",2.25,NA,"Peru","Yes"
"Nathan Miller","Hispaniola",1403,2014,70,"U.S.A.",2.5,NA,"Dominican Republic","Yes"
"Nathan Miller","Madagascar",1403,2014,73.5,"U.S.A.",2.5,"Trinitario","Madagascar","Yes"
"Nathan Miller","Ghana",1403,2014,70,"U.S.A.",3.5,"Forastero","Ghana","Yes"
"Neuhaus (Callebaut)","Papua New Guinea",531,2010,70,"Belgium",2.5,"Criollo","Papua New Guinea","Yes"
"Neuhaus (Callebaut)","Manickchand Estate",230,2008,67,"Belgium",3.75,"Trinitario","Trinidad","No"
"Neuhaus (Callebaut)","West Africa",15,2006,73,"Belgium",2,"Forastero","West Africa","Yes"
"Neuhaus (Callebaut)","Sao Tome",15,2006,75,"Belgium",2.75,"Forastero","Sao Tome","Yes"
"Neuhaus (Callebaut)","Ocumare",24,2006,71,"Belgium",3,"Criollo","Venezuela","Yes"
"Nibble","Patanemo",1526,2015,72,"U.S.A.",2.25,"Criollo","Venezuela","Yes"
"Nibble","Elvesia P.",1526,2015,72,"U.S.A.",2.75,"Trinitario","Dominican Republic","Yes"
"Nibble","Ambanja, Sambirano Valley",1526,2015,72,"U.S.A.",3,"Trinitario","Madagascar","Yes"
"Nibble","Tumbes",1526,2015,72,"U.S.A.",3,"Criollo","Peru","Yes"
"Night Owl","Peru",1022,2013,75,"U.S.A.",2.75,NA,"Peru","Yes"
"Night Owl","Ecuador",1022,2013,75,"U.S.A.",3.5,NA,"Ecuador","Yes"
"Noble Bean aka Jerjobo","Ghana",1295,2014,75,"U.S.A.",3,"Forastero","Ghana","Yes"
"Noble Bean aka Jerjobo","Moho Valley",1299,2014,75,"U.S.A.",3,"Trinitario","Belize","Yes"
"Noble Bean aka Jerjobo","Maranon Canyon",1299,2014,75,"U.S.A.",3.25,"Forastero (Nacional)","Peru","Yes"
"Noir d' Ebine","Venezuela",837,2012,70,"U.S.A.",3,NA,"Venezuela","Yes"
"Noir d' Ebine","Ecuador",841,2012,70,"U.S.A.",3,NA,"Ecuador","Yes"
"Nova Monda","La Patriota, cacao Indio, purple label",931,2012,70,"Nicaragua",3,NA,"Nicaragua","Yes"
"Nova Monda","La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,75,"Niacragua",2.75,NA,"Nicaragua","Yes"
"Nova Monda","Punta Galera, cacao Nacional, gold label",935,2012,80,"Nicaragua",3.25,"Forastero (Nacional)","Ecuador","Yes"
"Nuance","Ghana, 2013",1454,2015,70,"U.S.A.",3.75,"Forastero","Ghana","Yes"
"Nuance","Ecuador, 2013",1458,2015,70,"U.S.A.",2.75,"Trinitario","Ecuador","Yes"
"Nuance","Canoabo, 2013",1458,2015,70,"U.S.A.",3,"Criollo","Venezuela","Yes"
"Nuance","Sambirano Valley, 2012",1458,2015,70,"U.S.A.",3.5,"Trinitario","Madagascar","Yes"
"Nuance","La Red",1470,2015,70,"U.S.A.",3.75,NA,"Dominican Republic","Yes"
"Nugali","Fazenda Leolinda",1876,2016,70,"Brazil",3.5,"Trinitario (Scavina)","Brazil","Yes"
"Oakland Chocolate Co.","Jamaica",478,2010,70,"U.S.A.",2.5,"Trinitario","Jamaica","Yes"
"Obolo","Pangoa",1638,2015,70,"Chile",3.75,"Criollo","Peru","Yes"
"Obolo","Pangoa, w/ nibs",1638,2015,70,"Chile",3.75,"Criollo","Peru","Yes"
"Ocelot","Virunga",1558,2015,70,"Scotland",3.75,"Forastero","Congo","Yes"
"Ocelot","Piura",1558,2015,75,"Scotland",4,"Criollo","Peru","Yes"
"Ocho","Sang Yum Coop",1760,2016,100,"New Zealand",2.75,NA,"Samoa","Yes"
"Ocho","Sang Yum Coop",1760,2016,70,"New Zealand",3.5,NA,"Samoa","Yes"
"Ocho","PNG, Devotion",1411,2014,66,"New Zealand",2.75,NA,"Papua New Guinea","No"
"Ocho","PNG, Revolution",1411,2014,70,"New Zealand",3,NA,"Papua New Guinea","Yes"
"Ocho","PNG, Voodoo",1411,2014,88,"New Zealand",3.25,NA,"Papua New Guinea","Yes"
"Ocho","PNG, Nib Bar",1411,2014,74,"New Zealand",3.5,NA,"Papua New Guinea","Yes"
"Ohiyo","San Juan Estate, Gran Couva",1594,2015,70,"U.S.A.",2.75,"Trinitario","Trinidad","Yes"
"Ohiyo","Tanzania",1598,2015,70,"U.S.A.",3,NA,"Tanzania","Yes"
"Oialla by Bojessen (Malmo)","Sylvestre, Oialla",761,2011,70,"Germany",3.5,"Criollo","Bolivia","Yes"
"Olive and Sinclair","Dominican Republic prototype",486,2010,72,"U.S.A.",3,NA,"Dominican Republic","Yes"
"Olive and Sinclair","Ghana prototype",486,2010,72,"U.S.A.",3,"Forastero","Ghana","Yes"
"Olive and Sinclair","Dark 67",457,2009,67,"U.S.A.",2.75,NA,"Ghana, Domin. Rep","No"
"Olive and Sinclair","Dark 75",457,2009,75,"U.S.A.",3,NA,"Ghana, Domin. Rep","Yes"
"Olivia","Carribean-Raw",688,2011,76,"Canada",2,NA,"Carribean","Yes"
"Olivia","Carribean",688,2011,76,"Canada",2.75,NA,"Carribean","Yes"
"Olivia","Carribean",688,2011,85,"Canada",2.75,NA,"Carribean","Yes"
"Olivia","Carribean-Raw",688,2011,85,"Canada",3,NA,"Carribean","Yes"
"Omanhene","Ghana",693,2011,80,"Ghana",2.75,"Forastero","Ghana","Yes"
"Omnom","Kakao Kamili, Kilombero Valley",1816,2016,70,"Iceland",3.75,"Trinitario","Tanzania","Yes"
"Omnom","Papua New Guinea",1247,2014,70,"Iceland",3,NA,"Papua New Guinea","Yes"
"Omnom","Madagascar",1247,2014,66,"Iceland",3.5,"Trinitario","Madagascar","No"
"organicfair","Maya Mountain",1161,2013,74,"Canada",2.75,"Trinitario","Belize","Yes"
"organicfair","La Red",1165,2013,72,"Canada",2.75,NA,"Dominican Republic","Yes"
"organicfair","Nicaraqua",1165,2013,72,"Canada",2.75,"Trinitario","Nicaragua","Yes"
"organicfair","Caribe",1165,2013,72,"Canada",3,NA,"Dominican Republic","Yes"
"organicfair","Mindo",1165,2013,72,"Canada",3,"Trinitario","Ecuador","Yes"
"Original Beans (Felchlin)","Papua Kerafat",1438,2014,68,"Switzerland",2.75,NA,"Papua New Guinea","No"
"Original Beans (Felchlin)","Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,2011,66,"Switzerland",3.75,NA,"Bolivia","No"
"Original Beans (Felchlin)","D.R. Congo, Cru Virunga",331,2009,70,"Switzerland",3,"Forastero","Congo","Yes"
"Original Beans (Felchlin)","Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,75,"Switzerland",3,"Criollo","Peru","Yes"
"Original Beans (Felchlin)","Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,68,"Switzerland",3.25,NA,"Bolivia","No"
"Original Hawaiin Chocolate Factory","Hawai'i, Kona Grand Cru E.",316,2009,60,"U.S.A.",3,"Criollo","Hawaii","No"
"Original Hawaiin Chocolate Factory","Hawai'i, Kona Estate Grown",24,2006,60,"U.S.A.",3,NA,"Hawaii","No"
"Orquidea","Peru",859,2012,65,"Peru",3,NA,"Peru","No"
"Orquidea","Peru",859,2012,72,"Peru",3,NA,"Peru","Yes"
"Pacari","Sierra Nevada, Tutu Iku",1848,2016,70,"Ecuador",4,NA,"Colombia","Yes"
"Pacari","Garaua",1415,2014,70,"Ecuador",3.25,NA,"Ecuador","Yes"
"Pacari","Cumbia",1415,2014,70,"Ecuador",3.5,NA,"Ecuador","Yes"
"Pacari","Montubia",1415,2014,70,"Ecuador",3.75,NA,"Ecuador","Yes"
"Pacari","Tangara",1415,2014,70,"Ecuador",4,NA,"Ecuador","Yes"
"Pacari","Ecuador, raw",817,2012,85,"Ecuador",2.75,NA,"Ecuador","Yes"
"Pacari","Piura",863,2012,70,"Ecuador",4,NA,"Peru","Yes"
"Pacari","Nube- prototype",721,2011,70,"Ecuador",3.5,NA,"Ecuador","Yes"
"Pacari","Esmeraldas",224,2008,60,"Ecuador",2.5,"Forastero (Arriba)","Ecuador","No"
"Pacari","Manabi",224,2008,65,"Ecuador",2.75,"Forastero (Arriba)","Ecuador","No"
"Pacari","Los Rios",224,2008,72,"Ecuador",3,"Forastero (Arriba)","Ecuador","Yes"
"Pacari","Raw",266,2008,100,"Ecuador",2,"Forastero (Arriba)","Ecuador","Yes"
"Pacari","Raw",266,2008,70,"Ecuador",3.5,"Forastero (Arriba)","Ecuador","Yes"
"Palette de Bine","Lachua",1720,2016,70,"Canada",2.75,NA,"Guatemala","Yes"
"Palette de Bine","Maya Mtn",1720,2016,72,"Canada",3,"Trinitario","Belize","Yes"
"Palette de Bine","Silvestre, La Paz, Beni",1570,2015,70,"Canada",3.25,NA,"Bolivia","Yes"
"Palette de Bine","San Juan Estate, Gran Couva",1570,2015,70,"Canada",3.25,"Trinitario","Trinidad","Yes"
"Palette de Bine","Kokoa Kamili",1574,2015,72,"Canada",3.5,NA,"Tanzania","Yes"
"Palette de Bine","Lam Dong",1574,2015,72,"Canada",3.75,"Trinitario","Vietnam","Yes"
"Palette de Bine","Alto Beni, Palos Blancos",1239,2014,72,"Canada",2.75,NA,"Bolivia","Yes"
"Palette de Bine","Sambirano",1239,2014,78,"Canada",3.75,"Trinitario","Madagascar","Yes"
"Palette de Bine","Camino Verde P., Balao, Guayas",1303,2014,75,"Canada",2.75,NA,"Ecuador","Yes"
"Palette de Bine","Duo- Gran Couva & Camino Verde",1399,2014,75,"Canada",3.5,"Blend","Trinidad, Ecuador","Yes"
"Palette de Bine","Gran Couva",1399,2014,70,"Canada",3.75,"Trinitario","Trinidad","Yes"
"Pangea","Matasawalevu",1860,2016,76,"Spain",3,NA,"Fiji","Yes"
"Park 75","South America",1363,2014,65,"U.S.A.",3.5,NA,"South America","No"
"Parliament","Kilombero Valley",1856,2016,70,"U.S.A.",3.25,NA,"Tanzania","Yes"
"Parliament","Lachua, Q'egchi families",1542,2015,70,"U.S.A.",3.5,NA,"Guatemala","Yes"
"Parliament","Alto Beni",1251,2014,70,"U.S.A.",3,NA,"Bolivia","Yes"
"Parliament","Oko Caribe",1255,2014,70,"U.S.A.",3.5,NA,"Dominican Republic","Yes"
"Pascha","Peru",1137,2013,55,"Peru",2.5,NA,"Peru","No"
"Pascha","Peru",1137,2013,70,"Peru",2.75,NA,"Peru","Yes"
"Patric","Madagascar",331,2009,75,"U.S.A.",4,"Trinitario","Madagascar","Yes"
"Patric","Madagascar",439,2009,67,"U.S.A.",3.5,"Trinitario","Madagascar","No"
"Patric","Rio Caribe, Paria Penninsula",439,2009,70,"U.S.A.",3.5,"Trinitario","Venezuela","Yes"
"Patric","Madagascar",196,2007,70,"U.S.A.",4,"Trinitario","Madagascar","Yes"
"Patric","Piura, Choc. Garage Exclusive",1034,2013,67,"U.S.A.",4,NA,"Peru","No"
"Paul Young","Madagascar, w/ shell",1271,2014,73,"U.K.",2.25,"Trinitario","Madagascar","Yes"
"Paul Young","Madagascar, w/ shell",1271,2014,64,"U.K.",2.75,"Trinitario","Madagascar","No"
"Peppalo","Dominican Republic",1454,2015,82,"U.S.A.",3,NA,"Dominican Republic","Yes"
"Pierre Marcolini","Haut Penja, w/ nibs",1658,2015,70,"Belgium",3.25,"Forastero","Cameroon","Yes"
"Pierre Marcolini","Chuao",478,2010,75,"Belgium",3,"Criollo","Venezuela","Yes"
"Pierre Marcolini","Trinite",478,2010,75,"Belgium",3.25,"Trinitario","Trinidad","Yes"
"Pierre Marcolini","Baracoa, Cuba",516,2010,78,"Belgium",3.75,"Criollo, Forastero","Cuba","Yes"
"Pierre Marcolini","Peru, Las Pampas P.",531,2010,85,"Belgium",3,"Criollo","Peru","Yes"
"Pierre Marcolini","Bahia Brazil, Fazenda Sao Pedro",414,2009,72,"Belgium",3,"Forastero","Brazil","Yes"
"Pierre Marcolini","Porcelana, Tabasco, Finca La Joya",445,2009,72,"Belgium",3,"Criollo","Mexico","Yes"
"Pierre Marcolini","Cabosse",111,2007,70,"Belgium",4,"Blend","Venezuela, Java","Yes"
"Pierre Marcolini","Los Rios, Puerto Romero, Equateur",129,2007,72,"Belgium",3.75,"Forastero (Nacional)","Ecuador","Yes"
"Pierre Marcolini","Sambirano, Ambanja, Madagascar",141,2007,72,"Belgium",4,"Trinitario","Madagascar","Yes"
"Pierre Marcolini","Fleur de Cacao",166,2007,85,"Belgium",3.5,"Blend","Venezuela/ Ghana","Yes"
"Pierre Marcolini","Porcelana, Tabasco, Limited Ed.",81,2006,72,"Belgium",4,"Criollo","Mexico","Yes"
"Pierre Marcolini","Kendem Lembu, Java",93,2006,72,"Belgium",3,"Criollo","Indonesia","Yes"
"Pierre Marcolini","Ocumare, Puerto Cabello, Venezuela",93,2006,72,"Belgium",4,"Criollo","Venezuela","Yes"
"Pinellas","Wampusirpi Region",1772,2016,80,"U.S.A.",2.5,NA,"Honduras","Yes"
"Pitch Dark","Tenor",1506,2015,62,"U.S.A.",2.5,NA,"Nicaragua","No"
"Pitch Dark","Johe",1506,2015,80,"U.S.A.",2.75,NA,"Nicaragua","Yes"
"Pitch Dark","Chuno",1510,2015,80,"U.S.A.",2.75,"Criollo, Trinitario","Nicaragua","Yes"
"Pitch Dark","Nicalizo",1510,2015,80,"U.S.A.",2.75,"Trinitario","Nicaragua","Yes"
"Pitch Dark","Rugoso",1510,2015,80,"U.S.A.",3.25,NA,"Nicaragua","Yes"
"Pitch Dark","Akesson Estate",1311,2014,73,"U.S.A.",3.25,"Trinitario","Madagascar","Yes"
"Pitch Dark","Namau Village",1315,2014,73,"U.S.A.",2.5,"Trinitario","Fiji","Yes"
"Pitch Dark","Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,73,"U.S.A.",3.25,NA,"Ecuador","Yes"
"Pitch Dark","Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,73,"U.S.A.",3.5,NA,"Ecuador","Yes"
"Pomm (aka Dead Dog)","La Red, 2011",829,2012,76,"U.S.A.",2.5,NA,"Dominican Republic","Yes"
"Pomm (aka Dead Dog)","Peru",829,2012,82,"U.S.A.",2.75,"Criollo","Peru","Yes"
"Potomac","Oko Caribe, Duarte Province, 2016 H.",1820,2016,70,"U.S.A.",3.75,NA,"Domincan Republic","Yes"
"Potomac","Cuyagua, 2013",1387,2014,70,"U.S.A.",3.75,NA,"Venezuela","Yes"
"Potomac","Upala w/ nibs",647,2011,70,"U.S.A.",3.5,"Matina","Costa Rica","Yes"
"Potomac","Upala, Batch 18",654,2011,70,"U.S.A.",3,"Matina","Costa Rica","Yes"
"Potomac","San Martin, Amazonian Highlands",789,2011,70,"U.S.A.",2.75,NA,"Peru","Yes"
"Potomac","Bahia",789,2011,70,"U.S.A.",3.5,NA,"Brazil","Yes"
"Potomac","Upala, Batch 12",607,2010,82,"U.S.A.",3.75,"Matina","Costa Rica","Yes"
"Pralus","Peru",1446,2015,75,"France",3.25,NA,"Peru","Yes"
"Pralus","Porcelana, S. of Lake Maracaibo",717,2011,75,"France",3.25,"Criollo (Porcelana)","Venezuela","Yes"
"Pralus","Chuao",486,2010,75,"France",3.5,"Trinitario","Venezuela","Yes"
"Pralus","Cuyagua",451,2009,75,"France",2,NA,"Venezuela","Yes"
"Pralus","Papouasie",199,2008,75,"France",3,"Trinitario","Papua New Guinea","Yes"
"Pralus","Sambirano Valley, Le 100%",202,2008,100,"France",3,"Criollo","Madagascar","Yes"
"Pralus","Dominican Republic-Organic",280,2008,75,"France",2,NA,"Dominican Republic","Yes"
"Pralus","Monte Alegre, Diego Badero",280,2008,75,"France",3.5,NA,"Brazil","Yes"
"Pralus","Claudio Corallo w/ nibs",162,2007,75,"France",4,"Forastero","Sao Tome","Yes"
"Pralus","Monte Alegre (Itacare), Brazil",105,2006,75,"France",3,"Forastero","Brazil","Yes"
"Pralus","Tanzania",105,2006,75,"France",3.5,"Criollo","Tanzania","Yes"
"Pralus","Sao Tome & Principe",5,2006,75,"France",3.5,"Forastero","Sao Tome & Principe","Yes"
"Pralus","Trinidad",5,2006,75,"France",3.5,"Trinitario","Trinidad","Yes"
"Pralus","Madagascar, Nosy Be Isle.",5,2006,75,"France",3.75,"Criollo","Madagascar","Yes"
"Pralus","Java, Indonesie",32,2006,75,"France",3.5,"Criollo","Indonesia","Yes"
"Pralus","Barlovento, Venezuela",32,2006,75,"France",3.5,"Trinitario","Venezuela","Yes"
"Pralus","Jamaique",32,2006,75,"France",4,"Trinitario","Jamaica","Yes"
"Pralus","Equateur",40,2006,75,"France",3,"Trinitario","Ecuador","Yes"
"Pralus","Vanuatu",40,2006,75,"France",3,"Trinitario","Vanuatu","Yes"
"Pralus","Ghana",40,2006,75,"France",3.25,"Forastero","Ghana","Yes"
"Pralus","Colombie",40,2006,75,"France",3.5,"Trinitario","Colombia","Yes"
"Pralus","Fortissima",93,2006,80,"France",4,"Criollo, Trinitario","Ecuador","Yes"
"Pralus","Cuba",99,2006,75,"France",3,"Trinitario","Cuba","Yes"
"Pralus","Caracas, Venezuela and Ghana",99,2006,75,"France",3,"Trinitario, Forastero","Venezuela, Ghana","Yes"
"Pralus","Djakarta, Java and Ghana",99,2006,75,"France",3.5,"Criollo, Forastero","Indonesia, Ghana","Yes"
"Pump Street Bakery","Chocoan Rainforest, Teroro Escondido, ESM",1872,2016,77,"U.K.",3.5,NA,"Ecuador","Yes"
"Pump Street Bakery","Crayfish Bay Estate, 2014",1502,2015,70,"U.K.",3.5,"Trinitario","Grenada","Yes"
"Pump Street Bakery","Akesson's, batch 4411",1530,2015,74,"U.K.",3.5,"Criollo","Madagascar","Yes"
"Pump Street Bakery","Honduras",1688,2015,80,"U.K.",2.75,NA,"Honduras","Yes"
"Pump Street Bakery","Patanemo Vil., Carabobo State, Tisano family",1223,2014,75,"U.K.",2.75,"Trinitario","Venezuela","Yes"
"Pump Street Bakery","Guantupi River",1223,2014,75,"U.K.",3,"Forastero (Nacional)","Ecuador","Yes"
"Pump Street Bakery","Akessons Estate, Sambirano, Ambanja",1223,2014,72,"U.K.",3.25,"Trinitario","Madagascar","Yes"
"Pump Street Bakery","Guantupi River",1227,2014,85,"U.K.",2.75,"Forastero (Nacional)","Ecuador","Yes"
"Pura Delizia","Venezuela",931,2012,73,"Italy",2.75,NA,"Venezuela","Yes"
"Q Chocolate","Brazil",1057,2013,75,"Brazil",3.25,NA,"Brazil","Yes"
"Q Chocolate","Brazil",1057,2013,85,"Brazil",3.5,NA,"Brazil","Yes"
"Q Chocolate","Brazil",1069,2013,55,"Brazil",2.75,NA,"Brazil","No"
"Q Chocolate","Brazil",1069,2013,80,"Brazil",3.25,NA,"Brazil","Yes"
"Q Chocolate","Brazil",935,2012,60,"Brazil",3,NA,"Brazil","No"
"Q Chocolate","Brazil",935,2012,65,"Brazil",3.25,NA,"Brazil","No"
"Quetzalli (Wolter)","Mexico, Lot 28022016",1796,2016,70,"Mexico",2.75,"Criollo","Mexico","Yes"
"Quetzalli (Wolter)","Uranga, Lot 22032016",1800,2016,74,"Mexico",3,"Trinitario","Mexico","Yes"
"Raaka","Amazon Basin Blend",1788,2016,70,"U.S.A.",3,NA,"Peru(SMartin,Pangoa,nacional)","Yes"
"Raaka","Virunga",1708,2015,75,"U.S.A.",2.75,"Forastero","Congo","Yes"
"Raaka","Madagascar",959,2012,75,"U.S.A.",3.25,"Trinitario","Madagascar","Yes"
"Raaka","La Red",785,2011,85,"U.S.A.",3.5,NA,"Dominican Republic","Yes"
"Rain Republic","Suchitepequez E.",470,2010,70,"Guatemala",2.75,NA,"Guatemala","Yes"
"Rancho San Jacinto","Ecuador",565,2010,75,"Eucador",3,"Forastero(Arriba, CCN)","Ecuador","Yes"
"Ranger","San Martin, Batch 2",1558,2015,70,"U.S.A.",2.5,NA,"Peru","Yes"
"Ranger","Chulucanas, Batch 1",1562,2015,80,"U.S.A.",3.25,NA,"Peru","Yes"
"Ranger","Tumbes, Batch 2",1562,2015,73,"U.S.A.",3.5,"Criollo","Peru","Yes"
"Raoul Boulanger","Piura",1872,2016,75,"France",3.25,"Criollo","Peru","Yes"
"Republica del Cacao (aka Confecta)","Esmeraldas",494,2010,75,"Ecuador",3.25,NA,"Ecuador","Yes"
"Republica del Cacao (aka Confecta)","Los Rios, Vinces",439,2009,75,"Ecuador",2.5,"Forastero (Arriba)","Ecuador","Yes"
